0.529252, 0.788929E-1, 74.7643, 0.479938, 0.133282E+15, 0.768957E+33, 953.751, 85.1900, 0.155871E-1, 0.149335E-1
0.530311, 0.790509E-1, 74.9149, 0.482195, 0.133551E+15, 0.772573E+33, 953.780, 85.2918, 0.156171E-1, 0.149867E-1
0.531373, 0.792091E-1, 75.0659, 0.484464, 0.133820E+15, 0.776207E+33, 953.808, 85.3937, 0.156471E-1, 0.150265E-1
0.532437, 0.793677E-1, 75.2171, 0.486743, 0.134090E+15, 0.779860E+33, 953.837, 85.4957, 0.156773E-1, 0.150728E-1
0.533503, 0.795266E-1, 75.3687, 0.489035, 0.134360E+15, 0.783531E+33, 953.866, 85.5977, 0.157075E-1, 0.151187E-1
0.534571, 0.796858E-1, 75.5206, 0.491337, 0.134630E+15, 0.787221E+33, 953.895, 85.6998, 0.157378E-1, 0.151547E-1
0.535641, 0.798454E-1, 75.6727, 0.493652, 0.134902E+15, 0.790929E+33, 953.924, 85.8020, 0.157682E-1, 0.152202E-1
0.536714, 0.800052E-1, 75.8252, 0.495978, 0.135174E+15, 0.794655E+33, 953.953, 85.9042, 0.157988E-1, 0.152525E-1
0.537788, 0.801654E-1, 75.9780, 0.498315, 0.135446E+15, 0.798401E+33, 953.982, 86.0065, 0.158294E-1, 0.152945E-1
0.538865, 0.803259E-1, 76.1311, 0.500665, 0.135719E+15, 0.802165E+33, 954.011, 86.1089, 0.158600E-1, 0.153494E-1
0.539944, 0.804867E-1, 76.2845, 0.503026, 0.135992E+15, 0.805948E+33, 954.041, 86.2113, 0.158908E-1, 0.153911E-1
0.541024, 0.806478E-1, 76.4383, 0.505399, 0.136267E+15, 0.809751E+33, 954.070, 86.3138, 0.159217E-1, 0.154291E-1
0.542108, 0.808093E-1, 76.5923, 0.507784, 0.136541E+15, 0.813572E+33, 954.100, 86.4164, 0.159527E-1, 0.154870E-1
0.543193, 0.809711E-1, 76.7467, 0.510182, 0.136816E+15, 0.817413E+33, 954.129, 86.5190, 0.159837E-1, 0.155311E-1
0.544280, 0.811332E-1, 76.9013, 0.512591, 0.137092E+15, 0.821273E+33, 954.159, 86.6217, 0.160149E-1, 0.155821E-1
